收容所編號,名稱,縣市,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,完整地址,longitude,latitude
286,王母救世宮,新北市,汐止區,保長里,新北市汐止區保長里長興街二段50巷50號,,是,是,是,是,否,,,,保長里,20.0,160.0,徐延平,963107104.0,,,,65000汐止區保長里新北市汐止區保長里長興街二段50巷50號,121.676694,25.08202
287,北鶯市民活動中心,新北市,鶯歌區,北鶯里,新北市鶯歌區仁愛路55號,,是,是,是,是,是,,,,鶯歌區(該地區所包含之每一里別),37.0,37.0,謝孟儒,921101362.0,,,,65000鶯歌區北鶯里新北市鶯歌區仁愛路55號,121.354363,24.955933
288,西鶯市民活動中心,新北市,鶯歌區,西鶯里,新北市鶯歌區中正一路203號,,是,是,是,是,是,,,,鶯歌區(該地區所包含之每一里別),207.0,829.0,謝孟儒,970006820.0,,,,65000鶯歌區西鶯里新北市鶯歌區中正一路203號,121.353554,24.957222
289,中湖市民活動中心,新北市,鶯歌區,中湖里,新北市鶯歌區中湖街25號,,是,是,是,是,是,,,,中湖里、大湖里、鳳鳴里、鳳祥里、鳳福里、東湖里,119.0,478.0,謝孟儒,970006820.0,,,,65000鶯歌區中湖里新北市鶯歌區中湖街25號,121.348664,24.972935
290,新北市立尖山國民中學,新北市,鶯歌區,尖山里,新北市鶯歌區國中街1號,,是,是,是,是,否,,,,尖山里、南靖里,312.0,2061.0,總務主任凌玉芳  ,911089901.0,,,,65000鶯歌區尖山里新北市鶯歌區國中街1號,121.341852,24.945335
291,新北市立鳳鳴國民中學,新北市,鶯歌區,鳳鳴里,新北市鶯歌區永和街33號,,是,是,是,是,否,,,,鳳鳴里、鳳福里.鳳祥里、大湖里,991.0,7219.0,總務主任呂經偉,939769136.0,,,,65000鶯歌區鳳鳴里新北市鶯歌區永和街33號,121.331769,24.967073
292,新北市立鶯歌國民中學,新北市,鶯歌區,同慶里,新北市鶯歌區尖山埔路108號,,是,是,是,是,否,,,,建德里、中鷹里、北鷹里、同慶里、東鶯里、永昌里,1688.0,10605.18,總務主任黃健忠,922980236.0,,,,65000鶯歌區同慶里新北市鶯歌區尖山埔路108號,121.344826,24.95041
293,新北市立鶯歌高級工商職業學校,新北市,鶯歌區,二橋里,新北市鶯歌區中正三路154號,,是,是,是,是,否,,,,二橋里,1514.0,8277.16,校長陳書筆,933023332.0,,,,65000鶯歌區二橋里新北市鶯歌區中正三路154號,121.335003,24.939285
294,新北市鶯歌區中湖國民小學,新北市,鶯歌區,中湖里,新北市鶯歌區中湖街25號,,是,是,是,是,否,,,,中湖里、東湖里,499.0,3258.4,總務主任李若水,966010939.0,,,,65000鶯歌區中湖里新北市鶯歌區中湖街25號,121.348664,24.972935
295,新北市鶯歌區二橋國民小學,新北市,鶯歌區,二橋里,新北市鶯歌區中正三路106號,,是,是,是,是,否,,,,二甲里、二橋里,1372.0,8569.0,總務主任謝家維,912019725.0,,,,65000鶯歌區二橋里新北市鶯歌區中正三路106號,121.337806,24.940944
296,新北市鶯歌區建國國民小學,新北市,鶯歌區,建國里,新北市鶯歌區育英街2號,,是,是,是,是,否,,,,建國里、西鶯里、南鶯里'中鶯里,560.0,3840.0,校長林建能,937013008.0,,,,65000鶯歌區建國里新北市鶯歌區育英街2號,121.34658,24.954965
297,新北市鶯歌區昌福國民小學,新北市,鶯歌區,永昌里,新北市鶯歌區永明街22號,,是,是,是,是,否,,,,永昌里、同慶里,1065.0,7442.0,校長林烈群,919953142.0,,,,65000鶯歌區永昌里新北市鶯歌區永明街22號,121.339162,24.955644
298,新北市鶯歌區永吉國民小學,新北市,鶯歌區,永吉里,新北市鶯歌區德昌二街2號,,是,是,是,是,否,,,,永吉里、鳳祥里,2097.0,8857.0,林詩雯,928567033.0,,,,65000鶯歌區永吉里新北市鶯歌區德昌二街2號,121.332913,24.958766
299,新北市鶯歌區鳳鳴國民小學,新北市,鶯歌區,鳳鳴里,新北市鶯歌區永和街120號,,是,是,是,是,否,,,,鳳鳴里、大湖里、鳳福里、鳳祥里,492.0,3210.0,總務主任石銘華,911955117.0,,,,65000鶯歌區鳳鳴里新北市鶯歌區永和街120號,121.334975,24.968371
300,新北市鶯歌區鶯歌國民小學,新北市,鶯歌區,同慶里,新北市鶯歌區尖山埔路106號,,是,是,是,是,否,,,,建德里、中鶯里、北鶯里、同慶里、東鶯里、永昌里,2250.0,12300.0,吳嘉龍,918903376.0,,,,65000鶯歌區同慶里新北市鶯歌區尖山埔路106號,121.345764,24.951181
301,有木國小,新北市,三峽區,有木里,新北市三峽區有木里有木里131號,,是,是,是,是,是,,,,有木里,650.0,5000.0,王來因,922897400.0,,,,65000三峽區有木里新北市三峽區有木里有木里131號,121.43274,24.86278
302,長青市民活動中心,新北市,三峽區,永館里,新北市三峽區永館里中山路69號,,是,是,是,是,否,,,,三峽里、秀川里、八張里、弘道里、中埔里、永館里、鳶山里,166.0,666.0,王來因,922897400.0,,,,65000三峽區永館里新北市三峽區永館里中山路69號,121.367063,24.93487
303,竹崙市民活動中心,新北市,三峽區,竹崙里,新北市三峽區竹崙里竹崙146號,,是,是,是,是,是,,,,竹崙里,94.0,377.0,王來因,922897400.0,,,,65000三峽區竹崙里新北市三峽區竹崙里竹崙146號,121.434898,24.908778
304,建安國小,新北市,三峽區,安坑里,新北市三峽區安坑里建安67號,,是,是,是,是,否,,,,安坑里、成福里,277.0,1975.0,王來因,922897400.0,,,,65000三峽區安坑里新北市三峽區安坑里建安67號,121.447352,24.926561
305,大有市民活動中心,新北市,三峽區,插角里,新北市三峽區插角里插角25之1號,,是,是,是,是,否,,,,有木里、插角里,148.0,592.0,王來因,922897400.0,,,,65000三峽區插角里新北市三峽區插角里插角25之1號,121.40447,24.872573
306,五寮市民活動中心,新北市,三峽區,五寮里,新北市三峽區五寮里五寮路89之7號,,是,是,是,是,否,,,,五寮里,137.0,550.0,王來因,922897400.0,,,,65000三峽區五寮里新北市三峽區五寮里五寮路89之7號,121.35932,24.85684
307,明德高級中學,新北市,三峽區,大埔里,新北市三峽區大埔里中正路2段399號,,是,是,是,是,否,,,,二鬮里、大埔里、添福里、金圳里、五寮里,1181.0,7727.0,王來因,922897400.0,,,,65000三峽區大埔里新北市三峽區大埔里中正路2段399號,121.542621,24.97027
308,成福國小,新北市,三峽區,溪東里,新北市三峽區溪東里溪東路213號,,是,是,是,是,否,,,,溪東里、溪南里、溪北里、成福里、安坑里,112.0,700.0,王來因,922897400.0,,,,65000三峽區溪東里新北市三峽區溪東里溪東路213號,121.405689,24.933202
309,台北榮家,新北市,三峽區,嘉添里,新北市三峽區嘉添里白雞127號,,是,是,是,是,否,,,,添福里、嘉添里、竹崙里,617.0,2720.0,王來因,922897400.0,,,,65000三峽區嘉添里新北市三峽區嘉添里白雞127號,121.393706,24.910247
310,三峽國小,新北市,三峽區,永館里,新北市三峽區永館里中山路16號,,是,是,是,是,否,,,,永館里、秀川里、鳶山里、三峽里、八張里、中埔里、弘道里,1283.0,8402.0,王來因,922897400.0,,,,65000三峽區永館里新北市三峽區永館里中山路16號,121.36755,24.935
311,中園國小,新北市,三峽區,中埔里,新北市三峽區中埔里弘園街22號,,是,是,是,是,否,,,,中埔里、弘道里、八張里、三峽里,761.0,5526.0,王來因,922897400.0,,,,65000三峽區中埔里新北市三峽區中埔里弘園街22號,121.367185,24.927828
312,介壽國小,新北市,三峽區,介壽里,新北市三峽區介壽里大同路1號,,是,是,是,是,否,,,,礁溪里、介壽里、中正里、溪南里、溪北里、安溪里、溪東里,150.0,1009.0,王來因,922897400.0,,,,65000三峽區介壽里新北市三峽區介壽里大同路1號,121.378115,24.929527
313,大埔國小,新北市,三峽區,大埔里,新北市三峽區大埔里大埔路130號,,是,是,是,是,是,,,,五寮里、大埔里、金圳里、二鬮里、插角里、有木里,564.0,4297.0,王來因,922897400.0,,,,65000三峽區大埔里新北市三峽區大埔里大埔路130號,121.366464,24.905743
314,大成國小,新北市,三峽區,成福里,新北市三峽區成福里成福路251巷2號,,是,是,是,是,否,,,,竹崙里、成福里、溪東里、安坑里,283.0,2171.0,王來因,922897400.0,,,,65000三峽區成福里新北市三峽區成福里成福路251巷2號,121.427503,24.924215
315,安溪國小,新北市,三峽區,安溪里,新北市三峽區安溪里中華路42號,,是,是,是,是,否,,,,礁溪里、安溪里、介壽里,72.0,448.0,王來因,922897400.0,,,,65000三峽區安溪里新北市三峽區安溪里中華路42號,121.372221,24.931222
316,民義國小,新北市,三峽區,嘉添里,新北市三峽區嘉添里白雞路40號,,是,是,是,是,否,,,,嘉添里、添福里、中正里、插角里,102.0,765.0,王來因,922897400.0,,,,65000三峽區嘉添里新北市三峽區嘉添里白雞路40號,121.376084,24.911702
317,三峽國中,新北市,三峽區,鳶山里,新北市三峽區鳶山里復興路238號,,是,是,是,是,否,,,,永館里、龍埔里、龍恩里、龍學里、鳶山里、秀川里,1568.0,10694.0,王來因,922897400.0,,,,65000三峽區鳶山里新北市三峽區鳶山里復興路238號,121.364827,24.938814
318,安溪國中,新北市,三峽區,中正里,新北市三峽區中正里大同路135號,,是,是,是,是,否,,,,礁溪里、介壽里、安溪里、中正里、大埔里、嘉添里、金圳里、二鬮里,1000.0,7500.0,王來因,922897400.0,,,,65000三峽區中正里新北市三峽區中正里大同路135號,121.372762,24.926568
319,龍埔國小,新北市,三峽區,龍埔里,新北市三峽區龍埔里大學路6號,,是,是,是,是,否,,,,龍埔里、龍學里、龍恩里、溪北里、溪南里,767.0,5867.0,王來因,922897400.0,,,,65000三峽區龍埔里新北市三峽區龍埔里大學路6號,121.37093,24.939629
320,北大高級中學,新北市,三峽區,龍學里,新北市三峽區龍學里大義路277號,,是,是,是,是,否,,,,龍學里、龍恩里、龍埔里,325.0,2300.0,王來因,922897400.0,,,,65000三峽區龍學里新北市三峽區龍學里大義路277號,121.376106,24.948608
321,北大國小,新北市,三峽區,龍埔里,新北市三峽區龍埔里國光街100號,,否,是,是,是,否,,,,龍埔里、龍學里、龍恩里,341.0,1362.0,王來因,922897400.0,,,,65000三峽區龍埔里新北市三峽區龍埔里國光街100號,121.372987,24.939198
322,瑞芳區公所,新北市,瑞芳區,龍鎮里,新北市瑞芳區龍鎮里逢甲路82號,,是,是,是,是,是,,,,龍鎮里.龍興里.龍山里.龍安里,116.0,462.0,吳佳洲,921929438.0,,,,65000瑞芳區龍鎮里新北市瑞芳區龍鎮里逢甲路82號,121.809859,25.10889
323,瑞芳國小,新北市,瑞芳區,龍川里,新北市瑞芳區龍川里中山路2號,,是,是,是,是,否,,,,龍潭里.龍川里.龍興里.龍安里.東和里,798.0,5490.0,楊惠珍,960660411.0,,,,65000瑞芳區龍川里新北市瑞芳區龍川里中山路2號,121.804954,25.107368
324,瑞龍市民活動中心,新北市,瑞芳區,龍興里,新北市瑞芳區龍興里明燈路三段2號,,是,是,是,是,是,,,,龍潭里.龍川里.龍興里.龍鎮里,582.0,2326.0,賴怡安,933297776.0,,,,65000瑞芳區龍興里新北市瑞芳區龍興里明燈路三段2號,121.808896,25.10777
325,瑞芳高工,新北市,瑞芳區,龍安里,新北市瑞芳區龍安里瑞芳街60號,,是,是,是,是,否,,,,龍安里.龍山里,1246.0,7697.0,蔡須全,932381187.0,,,,65000瑞芳區龍安里新北市瑞芳區龍安里瑞芳街60號,121.804682,25.110733
326,瑞芳國中,新北市,瑞芳區,新峰里,新北市瑞芳區新峰里三爪子坑路1號,,是,是,是,是,否,,,,爪峯里.新峰里,1827.0,12955.0,江文傑,919912209.0,,,,65000瑞芳區新峰里新北市瑞芳區新峰里三爪子坑路1號,121.814521,25.107445
327,濂洞國小,新北市,瑞芳區,濂洞里,新北市瑞芳區濂洞里洞頂路101巷80號,,是,是,是,是,否,,,,濂洞里.濂新里.南雅里,229.0,1365.0,李治民,918677906.0,,,,65000瑞芳區濂洞里新北市瑞芳區濂洞里洞頂路101巷80號,121.860068,25.12235
328,鼻頭國小,新北市,瑞芳區,鼻頭里,新北市瑞芳區鼻頭里鼻頭路99號,,是,是,是,是,否,,,,南雅里、鼻頭里,166.0,863.0,吳紀暉,933229227.0,,,,65000瑞芳區鼻頭里新北市瑞芳區鼻頭里鼻頭路99號,121.923493,25.128628
329,吉慶國小,新北市,瑞芳區,吉安里,新北市瑞芳區吉安里大埔路95號,,是,是,是,是,否,,,,上天里.吉安里.吉慶里,374.0,2476.0,剛慶嚴,922336549.0,,,,65000瑞芳區吉安里新北市瑞芳區吉安里大埔路95號,121.76436,25.101274
330,猴硐國小,新北市,瑞芳區,弓橋里,新北市瑞芳區弓橋里九芎橋路69-1號,,是,是,是,是,否,,,,弓橋里.侯硐里.光復里.碩仁里,83.0,480.0,林憲輝,930778218.0,,,,65000瑞芳區弓橋里新北市瑞芳區弓橋里九芎橋路69-1號,121.833936,25.096538
331,九份國小,新北市,瑞芳區,永慶里,新北市瑞芳區永慶里崙頂路145號,,是,是,是,是,否,,,,崇文里.永慶里.頌德里.基山里.福住里,339.0,2246.0,左志方,922185543.0,,,,65000瑞芳區永慶里新北市瑞芳區永慶里崙頂路145號,121.846323,25.107276
332,瑞濱市民活動中心,新北市,瑞芳區,瑞濱里,新北市瑞芳區瑞濱里建基路一段4-2號,,是,是,是,是,否,,,,深澳里.海濱里.瑞濱里,116.0,462.0,胡長安,953699991.0,,,,65000瑞芳區瑞濱里新北市瑞芳區瑞濱里建基路一段4-2號,121.817685,25.127158
333,勸濟堂,新北市,瑞芳區,銅山里,新北市瑞芳區銅山里祈堂路53號,,是,是,是,是,否,,,,銅山里.石山里.新山里.瓜山里,176.0,202.0,陳嶽生,987011206.0,,,,65000瑞芳區銅山里新北市瑞芳區銅山里祈堂路53號,121.85601,25.108292
334,瓜山國小,新北市,瑞芳區,瓜山里,新北市瑞芳區瓜山里五號路306巷,,是,是,是,是,否,,,,銅山里.石山里.新山里.瓜山里,233.0,1052.0,馮大明,936853120.0,,,,65000瑞芳區瓜山里新北市瑞芳區瓜山里五號路306巷,121.84961,25.101286
335,深澳市民活動中心,新北市,瑞芳區,深澳里,新北市瑞芳區深澳里深澳路67-1號,,是,是,是,是,否,,,,深澳里.海濱里.瑞濱里,113.0,453.0,賴孟宏,932261334.0,,,,65000瑞芳區深澳里新北市瑞芳區深澳里深澳路67-1號,121.817485,25.128968
336,威遠廟,新北市,瑞芳區,濂新里,新北市瑞芳區濂新里明里路7-1號,,是,是,是,否,否,,,,濂新里,83.0,331.0,黃瑞聰,910280345.0,,,,65000瑞芳區濂新里新北市瑞芳區濂新里明里路7-1號,121.863709,25.122203
337,傑魚市民活動中心,新北市,瑞芳區,傑魚里,新北市瑞芳區傑魚里傑魚坑路245巷2-1號2樓,,是,是,是,是,是,,,,傑魚里.東和里,232.0,927.0,周清標,932925920.0,,,,65000瑞芳區傑魚里新北市瑞芳區傑魚里傑魚坑路245巷2-1號2樓,121.793384,25.110485
338,東和市民活動中心,新北市,瑞芳區,東和里,新北市瑞芳區東和里中山路20號,,是,是,是,否,否,,,,東和里.龍潭里,162.0,380.0,周樹木,935035876.0,,,,65000瑞芳區東和里新北市瑞芳區東和里中山路20號,121.804286,25.106377
339,爪峰市民活動中心,新北市,瑞芳區,爪峯里,新北市瑞芳區爪峯里三爪子坑路279-2號,,是,是,是,是,否,,,,新峰里.爪峯里,162.0,648.0,簡明慧,932072431.0,,,,65000瑞芳區爪峯里新北市瑞芳區爪峯里三爪子坑路279-2號,121.80862,25.105373
340,福住第二市民活動中心,新北市,瑞芳區,福住里,新北市瑞芳區福住里佛堂巷7號,,是,是,是,是,否,,,,福住里,54.0,215.0,蘇進益,935788690.0,,,,65000瑞芳區福住里新北市瑞芳區福住里佛堂巷7號,121.842174,25.106762
341,新山市民活動中心,新北市,瑞芳區,新山里,新北市瑞芳區新山里金光路241號之1,,是,是,是,是,否,,,,新山里,41.0,165.0,吳苓芳,912247628.0,,,,65000瑞芳區新山里新北市瑞芳區新山里金光路241號之1,121.84963,25.109262
342,瑞濱國小,新北市,瑞芳區,瑞濱里,新北市瑞芳區瑞濱里瑞濱路34號,,是,是,是,是,否,,,,深澳里.海濱里.瑞濱里,266.0,1363.0,王喬木,920112974.0,,,,65000瑞芳區瑞濱里新北市瑞芳區瑞濱里瑞濱路34號,121.819121,25.119604
343,瑞芳棒球場,新北市,瑞芳區,柑坪里,新北市瑞芳區明燈路1段201巷,,是,是,是,是,否,,,,柑坪里、龍鎮里、,951.0,10700.0,林泓廷,919628699.0,,,,65000瑞芳區柑坪里新北市瑞芳區明燈路1段201巷,121.809044,25.107371
344,海濱市民休閒場地,新北市,瑞芳區,海濱里,新北市瑞芳區濱二路68-1號,,是,是,是,是,否,,,,瑞濱里、海濱里,54.0,218.3,鄧麗華,919918389.0,,,,65000瑞芳區海濱里新北市瑞芳區濱二路68-1號,121.839942,25.114005
345,長庚市民活動中心,新北市,淡水區,長庚里,新北市淡水區中山路72巷1弄10號,,否,是,是,否,是,,,,樹興里、竿蓁里、鄧公里、中興里、長庚里、清文里、草東里、永吉里、民安里、幸福里、學府里,74.0,296.0,吳書嫺,919337212.0,,,,65000淡水區長庚里新北市淡水區中山路72巷1弄10號,121.443191,25.17113
346,民生市民活動中心,新北市,淡水區,民生里,新北市淡水區民生路27號,,否,是,是,否,是,,,,竹圍里、福德里、民權里、民生里、坪頂里,72.0,290.0,吳書嫺,919337212.0,,,,65000淡水區民生里新北市淡水區民生路27號,121.461554,25.138047
347,中興市民活動中心,新北市,淡水區,中興里,新北市淡水區水源街1段29號,,否,是,是,否,否,,,,中興里、幸福里、鄧公里、協元里、長庚里、清文里、草東里、永吉里、民安里、幸福里,57.0,228.0,吳書嫺,919337212.0,,,,65000淡水區中興里新北市淡水區水源街1段29號,121.442523,25.172495
348,淡海市民活動中心,新北市,淡水區,大庄里,新北市淡水區淡海路111號,,是,是,是,是,否,,,,沙崙里、油車里、大庄里,149.0,596.0,吳書嫺,919337212.0,,,,65000淡水區大庄里新北市淡水區淡海路111號,121.4217,25.182487
349,竿蓁市民活動中心,新北市,淡水區,竿蓁里,新北市淡水區中正東路1段3巷6號,,是,是,是,是,否,,,,八勢里、竿蓁里、坪頂里,193.0,772.0,吳書嫺,919337212.0,,,,65000淡水區竿蓁里新北市淡水區中正東路1段3巷6號,121.445062,25.168781
350,新興市民活動中心,新北市,淡水區,新義里,新北市淡水區大義街18號,,是,是,是,否,是,,,,新義里、新民里、新春里、正德里、北新里、水碓里、新興里,446.0,1787.0,吳書嫺,919337212.0,,,,65000淡水區新義里新北市淡水區大義街18號,121.443054,25.178396
351,淡水國小,新北市,淡水區,協元里,新北市淡水區中山路160號,,是,是,是,是,否,,,,協元里、清文里、草東里、永吉里、新生里、文化里、新義里,664.0,4294.0,譚怡君,932144599.0,,,,65000淡水區協元里新北市淡水區中山路160號,121.441363,25.173376
352,鄧公國小,新北市,淡水區,學府里,新北市淡水區學府路99號,,是,是,是,否,否,,,,學府里、鄧公里、幸福里、竿蓁里、中興里、長庚里、樹興里,974.0,5150.0,陳信安,921900273.0,,,,65000淡水區學府里新北市淡水區學府路99號,121.449293,25.171313
353,竹圍國小,新北市,淡水區,八勢里,新北市淡水區中正東路2段145號,,是,是,是,是,否,,,,八勢里、竹圍里、民生里、民權里,800.0,4700.0,陳月玲,920635120.0,,,,65000淡水區八勢里新北市淡水區中正東路2段145號,121.445062,25.168781
354,育英國小,新北市,淡水區,埤島里,新北市淡水區埤島里14號,,是,是,是,否,否,,,,埤島里、義山里、興仁里、忠山里,357.25,2375.0,林文安,953907923.0,,,,65000淡水區埤島里新北市淡水區埤島里14號,121.45161,25.196259
355,興仁國小,新北市,淡水區,興仁里,新北市淡水區興仁路101巷10號,,是,是,是,否,否,,,,興仁里、義山里、賢孝里、屯山里、蕃薯里、中和里,671.0,4187.0,陳曉音,918973963.0,,,,65000淡水區興仁里新北市淡水區興仁路101巷10號,121.451097,25.21748
356,坪頂國小,新北市,淡水區,坪頂里,新北市淡水區坪頂路757號,,是,是,是,是,否,,,,坪頂里、樹興里,413.0,3154.0,王昱媞,937937821.0,,,,65000淡水區坪頂里新北市淡水區坪頂路757號,121.483894,25.158093
357,忠山國小,新北市,淡水區,忠山里,新北市淡水區行忠路899號,,是,是,否,是,否,,,,忠山里、忠寮里、蕃薯里、義山里、水源里,212.0,1600.0,蔡誌晴,921577531.0,,,,65000淡水區忠山里新北市淡水區行忠路899號,121.479981,25.200448
358,水源國小,新北市,淡水區,水源里,新北市淡水區北新路2段15號,,是,是,否,是,否,,,,水源里、忠寮里,495.0,3780.0,黃孟嬌,919286706.0,,,,65000淡水區水源里新北市淡水區北新路2段15號,121.444278,25.177624
359,屯山國小,新北市,淡水區,屯山里,新北市淡水區淡金路五段111號,,是,是,是,否,否,,,,屯山里、賢孝里、興仁里、中和里,155.375,905.0,李孟夙,922409243.0,,,,65000淡水區屯山里新北市淡水區淡金路五段111號,121.456364,25.237342
360,淡水商工,新北市,淡水區,埤島里,新北市淡水區商工路307號,,是,是,是,是,否,,,,埤島里、忠寮里、北投里、水源里,2508.0,14011.0,顏祺晃,927941376.0,,,,65000淡水區埤島里新北市淡水區商工路307號,121.454026,25.18676
361,天生國小,新北市,淡水區,油車里,新北市淡水區淡海路72巷26號,,是,是,是,是,否,,,,沙崙里、油車里、大庄里,797.0,5834.0,盧欣暐,913860319.0,,,,65000淡水區油車里新北市淡水區淡海路72巷26號,121.424287,25.181561
362,新興國小,新北市,淡水區,新興里,新北市淡水區新興街123號,,是,是,是,是,否,,,,新興里、新春里、新民里、新義里、沙崙里、崁頂里、水碓里,724.0,4150.0,曾昭輝,914030321.0,,,,65000淡水區新興里新北市淡水區新興街123號,121.440027,25.179684
363,文化國小,新北市,淡水區,文化里,新北市淡水區真理街6號,,是,是,是,否,否,,,,文化里、新生里、民安里,432.0,2930.0,徐文玲,932345248.0,,,,65000淡水區文化里新北市淡水區真理街6號,121.437546,25.173705
364,中泰國小,新北市,淡水區,中和里,新北市淡水區北勢子5號,,是,是,否,是,否,,,,中和里、蕃薯里、屯山里、賢孝里,497.0,3366.0,張之晧,935822892.0,,,,65000淡水區中和里新北市淡水區北勢子5號,121.484378,25.224224
365,竹圍國小自強分校,新北市,淡水區,福德里,新北市淡水區自強路33號,,是,是,否,是,否,,,,福德里,207.0,1330.0,呂幸宜,953620265.0,,,,65000淡水區福德里新北市淡水區自強路33號,121.46285,25.127008
366,竹圍高中,新北市,淡水區,八勢里,新北市淡水區竹林路35號,,是,是,否,是,否,,,,八勢里、竹圍里、民生里、民權里、福德里,1695.0,11165.0,林義舜,953850920.0,,,,65000淡水區八勢里新北市淡水區竹林路35號,121.461718,25.146035
367,正德國中,新北市,淡水區,正德里,新北市淡水區北新路109號,,是,是,是,是,否,,,,正德里、北新里、崁頂里、水碓里、北投里,1598.0,8586.0,王啓浩,933436218.0,,,,65000淡水區正德里新北市淡水區北新路109號,121.446853,25.178483
368,淡水國中,新北市,淡水區,文化里,新北市淡水區真理街10號,,是,是,是,是,否,,,,文化里、油車里、新民里、新生里,1608.0,10052.0,王心郁,932210527.0,,,,65000淡水區文化里新北市淡水區真理街10號,121.436724,25.174719
369,新市國小,新北市,淡水區,北投里,新北市淡水區中山北路2段200號,,是,是,是,否,否,,,,北投里、埤島里、崁頂里、新春里,1220.0,8880.0,洪壽嶸,921281079.0,,,,65000淡水區北投里新北市淡水區中山北路2段200號,121.528371,25.087222
370,水源里活動中心,新北市,淡水區,水源里,新北市淡水區北新路2段15號,,是,是,是,是,否,,,,水源里,72.0,288.0,郭哲銘,912905356.0,,,,65000淡水區水源里新北市淡水區北新路2段15號,121.444278,25.177624
371,樹興里活動中心,新北市,淡水區,樹興里,新北市淡水區樹林口14之2號,,是,否,否,是,否,,,,樹興里,59.0,236.0,陳健宏,918131071.0,,,,65000淡水區樹興里新北市淡水區樹林口14之2號,121.479026,25.168091
372,興音寺,新北市,淡水區,樹興里,新北市淡水區興福寮1之6號,,是,否,否,是,否,,,,樹興里,50.0,200.0,陳健宏,918131071.0,,,,65000淡水區樹興里新北市淡水區興福寮1之6號,121.48835,25.163997
373,真聖宮,新北市,淡水區,樹興里,新北市淡水區興福寮6之1號,,是,否,否,是,否,,,,樹興里,50.0,200.0,陳健宏,918131071.0,,,,65000淡水區樹興里新北市淡水區興福寮6之1號,121.49217,25.165542
374,公八防災公園,新北市,淡水區,崁頂里,新北市淡水區中山北路二段381巷2號,,否,是,否,否,否,,,,中和里、屯山里、賢孝里、興仁里、蕃薯里、義山里、忠山里、崁頂里、埤島里、水碓里、新興里、北投里、水源里、忠寮里、樹興里、坪頂里、福德里、竹圍里、民生里、八勢里、竿蓁里、鄧公里、中興里、長庚里、清文里、草東里、協元里、永吉里、民安里、新生里、文化里、油車里、沙崙里、新義里、新春里、新民里、正德里、北新里、民權里、幸福里、學府里、大庄里,1087.0,8700.0,吳書嫺,919337212.0,,,,65000淡水區崁頂里新北市淡水區中山北路二段381巷2號,121.4427,25.187149
375,前山營區 ,新北市,淡水區,福德里,新北市淡水區自立路17 號,,是,是,是,是,否,,,,福德里、民權里,60.0,200.0,吳書嫺,919337212.0,,,,65000淡水區福德里新北市淡水區自立路17 號,121.462494,25.129598
376,后山營區,新北市,淡水區,福德里,新北市淡水區自強路419號,,是,是,是,是,否,,,,福德里、民權里,60.0,200.0,吳書嫺,919337212.0,,,,65000淡水區福德里新北市淡水區自強路419號,121.46567,25.134157
377,真理大學,新北市,淡水區,文化里,新北市淡水區真理街32號,,是,是,是,是,否,,,,文化里、新生里、協元里、新民里、油車里,118.0,473.0,廖忠山,932118440.0,,,,65000淡水區文化里新北市淡水區真理街32號,121.434601,25.175558
378,淡江大學,新北市,淡水區,中興里,新北市淡水區英專路151號,,是,是,是,是,否,,,,中興里、幸福里、鄧公里、學府里、北新里、正德里,211.0,842.0,陳玥合,978035334.0,,,,65000淡水區中興里新北市淡水區英專路151號,121.447099,25.173829
379,臺北基督學院,新北市,淡水區,福德里,新北市淡水區自強路51號,,是,是,是,是,否,,,,福德里、民權里、竹圍里,156.0,625.0,王建智,955127991.0,,,,65000淡水區福德里新北市淡水區自強路51號,121.461543,25.131283
380,聖約翰科技大學,新北市,淡水區,賢孝里,新北市淡水區淡金路四段499號,,是,是,是,是,否,,,,賢孝里、興仁里、屯山里、蕃薯里、中和里,1000.0,4000.0,郭淳汯,918182634.0,,,,65000淡水區賢孝里新北市淡水區淡金路四段499號,121.451673,25.226984
381,樹興里辦公處,新北市,淡水區,樹興里,新北市淡水區樹林口42之3號,,是,是,是,是,否,,,,樹興里,44.0,177.0,陳健宏,918131071.0,,,,65000淡水區樹興里新北市淡水區樹林口42之3號,121.470438,25.168484
382,義山市民活動中心,新北市,淡水區,義山里,新北市淡水區奎柔山路1號、3號,,是,是,是,是,否,,,,義山里、忠山里、忠寮里、蕃薯里、興仁里,162.0,820.52,吳書嫺,919337212.0,,,,65000淡水區義山里新北市淡水區奎柔山路1號、3號,121.474412,25.206675
383,淡江高中,新北市,淡水區,文化里,新北市淡水區真理街26號,,是,是,是,是,否,,,,文化里、協元里、新生里、新民里,2890.0,18622.0,邱文賓,928566351.0,,,,65000淡水區文化里新北市淡水區真理街26號,121.43583,25.17506
384,更新市民活動中心,新北市,五股區,更寮里,新北市五股區更寮里更洲路47號,,是,是,是,是,是,,,,興珍里、更寮里、集福里,65.0,260.0,李典倫,986079181.0,,,,65000五股區更寮里新北市五股區更寮里更洲路47號,121.457261,25.079366
