serialnumber,provide_contain,provide_shelter,provide_goods,no,countycode,name,district,areacode,village,address,floor,service_village,contact_person,contact_cellphone,suit_for_weak,person,floorspacebuildingothers,floorspacebuildingfactory,suit_for_flood,suit_for_mudflow,suit_for_eqrthquake,suit_for_tsunami,standing_shelter,longitude,latitude
413,是,是,否,SF243-0003,65000,黎明市民活動中心,泰山區,65000160,黎明里,新北市泰山區黎明路23號,活動中心1樓,黎明里、大科里,施呈林,980464588.0,否,21.0,86,0.0,是,是,否,是,否,121.420974,25.062742
414,是,是,否,SF243-0004,65000,泰山國小,泰山區,65000160,山腳里,新北市泰山區泰林路二段255號,學生活動中心,大科里、山腳里、黎明里、楓樹里,薛政宏,916913590.0,否,1305.0,1220,8000.0,是,是, 是,是,否,121.431285,25.062342
415,是,是,是,SF243-0005,65000,泰山體育館,泰山區,65000160,同榮里,新北市泰山區公園路54號,館內1及3樓,同榮里、同興里、義學里、義仁里、全興里,蔣雅淇,920235693.0,是,1280.0,2000,6240.0,是,是, 是,是,否,121.426599,25.055339
416,是,是,否,SF243-0006,65000,同榮國小,泰山區,65000160,同榮里,新北市泰山區公園路30號,教學大樓前棟及後棟地下一樓地上五樓,同榮里、義學里、義仁里,田聖山,936954268.0,否,1957.0,13584,3662.0,是,是, 是,是,否,121.429121,25.054367
417,是,是,否,SF243-0007,65000,義學國小,泰山區,65000160,義仁里,新北市泰山區民生路30號,人文樓與科技樓連接處下方的地下禮堂、人文樓與科技樓三樓連接廣場、人文樓與科技樓四樓連接廣場,明志里、義學里、義仁里、同榮里,張子韻,987875136.0,否,773.0,800,4585.0,是,是, 是,是,否,121.430493,25.05241
418,是,是,否,SF243-0008,65000,明志國小,泰山區,65000160,泰友里,新北市泰山區新生路2號,體育館-綜合大樓3F,明志里、新明里、泰友里、貴和里,張雅婷,912705418.0,否,1024.0,1346,5510.0,是,是, 是,是,否,121.427453,25.045245
419,是,是,否,SF243-0009,65000,義學國中,泰山區,65000160,義仁里,新北市泰山區民生路33號,專科大樓二樓-藝文教室一、專科大樓三樓-藝文教室五、專科大樓三樓-體健教室,義學里、義仁里、全興里,陳信全,978126508.0,否,573.0,240,4110.0,是,是, 是,是,否,121.430621,25.052138
420,是,是,否,SF243-0010,65000,泰山高中,泰山區,65000160,同榮里,新北市泰山區辭修路7號,四維堂禮堂,同榮里、同興里、福興里、全興里,劉宗鑫,963376996.0,否,570.0,1050,2471.0,是,是, 是,是,否,121.427988,25.058151
421,是,是,否,SF243-0011,65000,明志科技大學,泰山區,65000160,貴子里,新北市泰山區工專路84號,體育館3樓,貴子里、貴賢里、貴和里,邱明誌,921858959.0,否,1803.0,1230,11972.0,是,否, 是,是,是,121.419338,25.042631
422,是,是,否,SF243-0012,65000,黎明技術學院,泰山區,65000160,黎明里,新北市泰山區泰林路三段22號,體育館,大科里、黎明里、山腳里,陳佳記,953166619.0,否,1081.0,2292,4064.0,是,是, 是,是,否,121.419616,25.065895
423,是,是,否,SF243-0013,65000,明志市民活動中心,泰山區,65000160,明志里,新北市泰山區明志路二段426號,活動中心1、4、5樓,明志里、新明里、泰友里,陳春祈,937029602.0,否,20.0,80,0.0,是,否, 是,是,否,121.424712,25.043812
424,是,是,否,SF243-0014,65000,貴和市民活動中心,泰山區,65000160,貴和里,新北市泰山區明志路三段365號,活動中心1樓,貴和里、貴賢里、貴子里,余碧玉,916385922.0,否,76.0,304,0.0,是,是, 是,是,是,121.421725,25.034884
425,是,是,否,SF243-0015,65000,楓樹福泰市民活動中心,泰山區,65000160,楓樹里,新北市泰山區楓江路26巷26號,活動中心1、2樓及地下室,楓樹里、福泰里、山腳里,鄭美玲,920263993.0,否,201.0,806,0.0,是,是, 是,是,是,121.434895,25.061662
426,是,是,否,SF243-0016,65000,義仁市民活動中心,泰山區,65000160,義仁里,新北市泰山區明志路二段177號,活動中心1、2樓,義學里、義仁里、泰友里、明志里,許火炎,935128797.0,否,55.0,220,0.0,是,是, 是,是,否,121.427674,25.049867
427,是,是,否,SF243-0017,65000,山腳市民活動中心,泰山區,65000160,山腳里,新北市泰山區福德街14號,活動中心1樓、2樓,山腳里、福泰里、楓樹里,王國超,953318318.0,否,62.0,248,0.0,是,是, 是,是,是,121.432334,25.062661
428,是,是,是,SF244-0001,65000,林口區公所,林口區,65000170,西林里,新北市林口區仁愛路一段378號,區公所4樓,林口里、西林里,李宜聰,986677087.0,是,120.0,480,0.0,是,是,否,是,是,121.388524,25.076741
429,是,是,否,SF244-0002,65000,林口國民小學,林口區,65000170,菁湖里,新北市林口區林口路76號,永愛樓3樓、竹林樓-4樓,菁湖里、中湖里,陳筠樺,938829598.0,是,302.0,1208,0.0,是,是,是,是,否,121.389893,25.080842
430,是,是,是,SF244-0003,65000,嘉寶國民小學,林口區,65000170,嘉寶里,新北市林口區嘉溪雅坑22號,教學1樓教室,嘉寶里、下福里,楊雅玉,923615672.0,否,109.0,436,0.0,是,否,是,是,是,121.339328,25.108345
431,是,是,是,SF244-0004,65000,興福國民小學,林口區,65000170,下福里,新北市林口區下福里20鄰10-1號,活動中心 2 樓,下福里、瑞平里,廖淑珍,935333771.0,是,236.0,943,0.0,是,是,是,是,是,121.295876,25.120417
432,是,是,是,SF244-0005,65000,瑞平國民小學,林口區,65000170,太平里,新北市林口區太平里後坑34之1,3樓禮堂,嘉寶里、下福里、瑞平里、太平里,陳姿蓉,923615672.0,是,68.0,270,0.0,是,是,是,否,是,121.349226,25.128313
433,是,是,否,SF244-0006,65000,醒吾高級中學,林口區,65000170,東林里,新北市林口區粉寮路一段75巷80號,誠品樓4樓,東林里,許哲瑋,,否,190.0,760,0.0,是,是,是,否,否,121.395821,25.079696
434,是,是,否,SF244-0007,65000,林口國民中學,林口區,65000170,湖南里,新北市林口區民治路25號,活動中心1、3樓教室,西林里、仁愛里,邱于真,937842163.0,否,415.0,1659,0.0,是,是,是,是,否,121.376896,25.076858
435,是,否,否,SF244-0008,65000,麗園國民小學,林口區,65000170,麗園里,新北市林口區忠孝路591號,活動中心2樓,麗園里、東勢里,鄭至真,988385195.0,否,320.0,1280,0.0,是,是,是,是,否,121.376195,25.068589
436,是,是,否,SF244-0009,65000,麗林國民小學,林口區,65000170,麗林里,新北市林口區公園路46號,活動中心1樓、、活動中心地下室,麗林里、仁愛里,張娟娟,983365395.0,是,484.0,1935,1653.0,是,是,是,是,否,121.367903,25.068715
437,是,是,是,SF244-0010,65000,南勢國民小學,林口區,65000170,南勢里,新北市林口區南勢街215號,人文樓、創新樓,南勢里,陳彥勳,935522336.0,是,341.0,1364.12,0.0,是,是,是,是,是,121.3589,25.075227
438,是,是,否,SF244-0011,65000,林口高中,林口區,65000170,東勢里,新北市林口區仁愛路二段173號,活動中心1樓、活動中心3樓,西林里,陳志煒,913177386.0,是,415.0,1659,0.0,是,是,是,是,否,121.381002,25.073639
439,是,否,否,SF244-0012,65000,崇林國民中學,林口區,65000170,麗園里,新北市林口區文化一路一段20號,地下室(桌球教室+跆拳道教室+舞蹈教室)+3樓活動中心,東勢里、麗園里、麗林里,張萬億,935522336.0,是,813.0,3250,0.0,是,是,否,是,否,121.370276,25.068112
440,是,否,否,SF244-0013,65000,頭湖國民小學,林口區,65000170,湖南里,新北市林口區民權路101號,語藝樓,湖南里、頂福里,鄭伊琳,912901510.0,否,100.0,400,0.0,是,是,是,是,否,121.372859,25.082737
441,是,是,否,SF244-0014,65000,佳林國民中學,林口區,65000170,中湖里,新北市林口區中山路268號,多功能教學資源中心,湖南里、中湖里、菁湖里,黃義勝,919353534.0,是,213.0,853,0.0,是,是,是,是,否,121.384227,25.08033
442,是,是,否,SF244-0015,65000,湖南市民活動中心,林口區,65000170,湖南里,新北市林口區民權路165號,1-2樓,湖南里、中湖里,張俊穎,937421339.0,是,139.0,556.93‬,0.0,是,是,是,是,否,121.374172,25.0844
443,是,是,否,SF244-0016,65000,麗林市民活動中心,林口區,65000170,麗林里,新北市林口區公園路59號,3樓,麗林里,張俊穎,937421339.0,是,276.0,1104.18,0.0,是,是,是,是,否,121.367623,25.068816
444,是,是,否,SF244-0017,65000,林口西林市民活動中心,林口區,65000170,林口里,新北市林口區中正路100號,3樓,林口里、東林里,張俊穎,937421339.0,否,65.0,259.47,0.0,是,是,是,是,否,121.393971,25.077322
445,是,是,否,SF244-0018,65000,湖北市民活動中心,林口區,65000170,湖北里,新北市林口區後湖17-6號,1-2樓,湖北里、太平里、嘉寶里、頂福里,張俊穎,937421339.0,否,125.0,499.23,0.0,是,是,是,是,否,121.384898,25.107509
446,是,是,否,SF244-0020,65000,師範大學林口校區,林口區,65000170,林口里,新北市林口區仁愛路一段2號,體育館1F、B1,林口里,鄭國輝,937890776.0,否,629.0,2517,0.0,是,,否,是,否,121.397844,25.067902
447,是,是,否,SF244-0021,65000,麗園市民活動中心,林口區,65000170,麗園里,新北市林口區忠孝路569巷17號,2樓,麗園里,張俊穎,937421339.0,否,75.0,300,0.0,是,是,是,是,否,121.373776,25.068979
448,是,是,否,SF244-0022,65000,東勢市民活動中心,林口區,65000170,東勢里,新北市林口區麗園一街35號,3樓,東勢里,張俊穎,937421339.0,是,268.0,1072.35,0.0,是,是,是,是,否,121.377252,25.068776
449,是,是,否,SF244-0023,65000,南勢市民活動中心,林口區,65000170,南勢里,新北市林口區南勢二街154號,1-2樓,南勢里,張俊穎,937421339.0,是,198.0,792.77,0.0,是,是,是,是,否,121.359019,25.073835
450,是,是,否,SF244-0024,65000,太平市民活動中心,林口區,65000170,太平里,新北市林口區汕頭32號,1樓,太平里、瑞平里,張俊穎,937421339.0,否,77.0,276.91,21.0,是,是,是,是,否,121.366376,25.135256
451,是,是,否,SF244-0025,65000,仁愛市民活動中心,林口區,65000170,仁愛里,新北市林口區文化一路一段137號,2樓,仁愛里、南勢里,張俊穎,937421339.0,是,195.0,779.63,0.0,是,是,是,是,否,121.37391,25.071967
452,是,是,否,SF244-0026,65000,新北特殊教育學校,林口區,65000170,湖南里,新北市林口區文化北路一段425號,活動中心、學生宿舍4樓、國中小中庭,南勢里、湖南里,黃維齡,939082318.0,是,1118.0,4471,0.0,是,是,是,是,否,121.365938,25.078446
453,是,是,否,SF244-0027,65000,林口防災公園,林口區,65000170,仁愛里,新北市林口區文化一路口跟仁愛路口交界處,公園內部,仁愛里,黎麗芳,910573387.0,否,1961.0,0,15692.0,是,是,是,是,是,121.375404,25.072826
454,是,是,否,SF244-0028,65000,下福市民活動中心,林口區,65000170,下福里,新北市林口區下福里11鄰下福139-13號,1樓,下福里,張俊穎,937421339.0,是,251.0,1006.73,0.0,是,是,是,是,否,121.295876,25.120417
455,是,是,否,SF244-0029,65000,新林國小,林口區,65000170,南勢里,新北市林口區三民路101號,1樓,南勢里,徐淳鈴,981000295.0,是,225.0,900,0.0,是,是,是,是,否,121.359475,25.069577
456,是,是,否,SF244-0030,65000,東湖國小-社福大樓,林口區,65000170,西林里,新北市林口區佳林路200號,社福大樓4樓,西林里,余雅筑,937421339.0,是,80.0,320,0.0,是,是,是,是,否,121.382006,25.075913
457,是,是,是,SF222-0001,65000,深坑區公所,深坑區,65000180,深坑里,新北市深坑區深坑街10號5樓,5樓禮堂,深坑、埔新、賴仲、土庫、昇高、阿柔、萬順、萬福8里,辛旻翰,970893663.0,是,75.0,400,0.0,是,是,是,是,是,121.615966,25.002523
458,是,是,否,SF222-0002,65000,深坑國中,深坑區,65000180,深坑里,新北市深坑區文化街41號,情境教室-弘藝樓2樓、國樂教室-弘藝樓3樓、風雨操場,深坑里、埔新里、昇高里、土庫里等,汪以竣,921235126.0,是,264.0,540,1041.0,是,是,是,是,否,121.618263,25.001741
459,是,是,否,SF222-0003,65000,深坑國小,深坑區,65000180,深坑里,新北市深坑區文化街45號,禮堂1樓及運動場,深坑里、埔新里、阿柔里等,吳玉瑩,928066192.0,是,632.0,364,4328.0,是,是,是,是,否,121.616875,25.001803
460,是,是,否,SF222-0004,65000,東南科技大學,深坑區,65000180,萬福里,新北市深坑區北深路3段152號,中山樓1樓(夢初體育館),深坑里、萬順里、萬福里等,吳正士,933221814.0,是,916.0,817,5699.0,是,是,是,是,否,121.621039,25.004469
461,是,是,否,SF222-0005,65000,深坑第二市民活動中心,深坑區,65000180,深坑里,新北市深坑區北深路2段166號,1樓,深坑里、埔新里、萬福里等,孟霆,986871725.0,是,103.0,213,200.0,是,是,是,是,否,121.640888,25.011227
462,是,是,否,SF222-0007,65000,土庫第一市民活動中心,深坑區,65000180,土庫里,新北市深坑區北深路1段83巷8弄36號,3樓,土庫里、賴仲里、昇高里等,高建發,912379149.0,是,150.0,400,200.0,是,是,是,是,是,121.640943,25.011136
463,是,是,否,SF222-0008,65000,阿柔市民活動中心,深坑區,65000180,阿柔里,新北市深坑區阿柔洋66號旁,1樓,阿柔里、昇高里、萬順里等,孟霆,986871725.0,是,100.0,200,200.0,否,是,是,是,否,121.6066,24.998873
464,是,是,否,SF222-0009,65000,昇高市民活動中心,深坑區,65000180,昇高里,新北市深坑區旺耽路25號,1、2、3樓,昇高里、阿柔里、賴仲里等,潘淑妙,958282477.0,是,204.0,617,200.0,是,是,是,是,是,121.61262,25.001305
465,是,是,是,SF223-0001,65000,石碇綜合大樓,石碇區,65000190,豐林里,新北市石碇區豐林里楓子林32-1號,5樓,石碇里、潭邊里、隆盛里、烏塗里、彭山里、豐田里、永定里、中民里、光明里、豐林里、永安里、格頭里,宋芷蓉,983902262.0,是,112.0,450,0.0,是,是,是,是,是,121.642452,25.009091
466,是,是,是,SF223-0002,65000,永定國小,石碇區,65000190,永定里,新北市石碇區永定里靜安路一段245號,風雨操場-教學樓3樓、視聽教室-教學樓2樓、校史室-里民活動中心2樓,豐田里、永定里、中民里、光明里,張瑋綺(學輔主任),916815097.0,否,330.0,520,1600.0,是,是,是,是,是,121.688007,25.007796
467,是,是,是,SF223-0003,65000,雲海國小,石碇區,65000190,格頭里,新北市石碇區格頭里坑內巷1號,教學大樓1樓體育教室,永安里、格頭里,張育嘉(總務主任),963282089.0,否,247.0,90,1800.0,是,是,是,是,是,121.631874,24.951813
468,是,是,否,SF223-0004,65000,石碇國小,石碇區,65000190,石碇里,新北市石碇區石碇里石碇西街15號,多元學習中心-第一棟1樓、茶藝教室-第一棟2樓,石碇里、潭邊里、隆盛里、烏塗里、彭山里、豐林里、永安里、格頭里,王永賢(訓育組長),928831454.0,否,105.0,120,600.0,是,是,是,是,否,121.658956,24.990263
469,是,是,否,SF223-0005,65000,石碇高中,石碇區,65000190,隆盛里,新北市石碇區隆盛里八分寮45號,風雨操場、韻律教室-至樸樓2樓,石碇里、潭邊里、隆盛里、烏塗里、永定里、中民里、光明里、豐林里,蔡育萃(事務組長),981020700.0,是,729.0,759,4320.0,是,是,是,是,否,121.64197,25.012651
470,是,是,是,SF223-0007,65000,石碇區公所,石碇區,65000190,潭邊里,新北市石碇區潭邊里碇坪路一段37號,5樓,石碇里、潭邊里、隆盛里、烏塗里、彭山里、豐田里、永定里、中民里、光明里、豐林里、永安里、格頭里,宋芷蓉,983902262.0,是,50.0,200,0.0,是,是,是,是,是,121.657929,24.991504
471,是,是,否,SF223-0008,65000,和平國小,石碇區,65000190,隆盛里,新北市石碇區隆盛里靜安路一段5號,活動中心-後棟1樓,石碇里、潭邊里、隆盛里、烏塗里、永定里、中民里、光明里、豐林里,黃富聰(教務主任),917293909.0,否,101.0,180,450.0,是,是,是,是,否,121.641724,25.011662
472,是,是,否,SF223-0009,65000,彭山市民活動中心,石碇區,65000190,彭山里,新北市石碇區彭山里崩山33之3號,1樓,豐田里、彭山里,許建長,935249877.0,是,125.0,500,0.0,是,是,是,是,否,121.677094,24.965245
473,是,是,是,SF232-0001,65000,坪林區公所,坪林區,65000200,坪林里,新北市坪林區坪林里坪林街101號,1-4樓,坪林里、水德里、上德里、石里、大林里、粗窟里、漁光里,吳俐璇,988172215.0,是,50.0,200,0.0,是,是,是,是,是,121.711784,24.93614
474,是,是,否,SF232-0002,65000,坪林國小,坪林區,65000200,坪林里,新北市坪林區坪林里坪林街114號,風雨教室(1樓),坪林里、水德里、石里、大林里、粗窟里、漁光里,黃秀玲,910999248.0,是,52.0,88,240.0,是,是,是,是,是,121.71088,24.936238
475,是,是,否,SF232-0003,65000,坪林國中,坪林區,65000200,坪林里,新北市坪林區坪林里國中路4號,室內體育館一樓、操場,粗窟里、大林里、坪林里、水德里,林學正 ,928075873.0,是,613.0,1454,2000.0,是,是,是,是,是,121.712825,24.938007
476,否,是,否,SF232-0005,65000,石倉庫,坪林區,65000200,石里,新北市坪林區石里石27之1號,1樓,石里,鐘清良,935916489.0,否,10.0,40,0.0,是,是,是,是,否,121.710526,24.935179
477,否,是,否,SF232-0006,65000,樹梅嶺倉庫,坪林區,65000200,上德里,新北市坪林區上德里樹梅嶺11號,1樓,上德里,陳金山,921912556.0,否,10.0,40,0.0,是,是,是,是,否,121.696956,24.955382
478,否,是,否,SF232-0007,65000,新昇倉庫,坪林區,65000200,上德里,新北市坪林區上德里大粗坑11之1號,1樓,上德里,陳金山,921912556.0,否,10.0,40,0.0,是,是,是,是,否,121.724262,24.951378
479,是,是,是,SF232-0008,65000,安養堂,坪林區,65000200,大林里,新北市坪林區大林里魚堀33-17號,1-3樓,大林里,吳俐璇,988172215.0,是,28.0,114,0.0,是,是,是,是,是,121.7047,24.932047
480,是,是,否,SF232-0009,65000,坪林市民活動中心,坪林區,65000200,坪林里,新北市坪林區坪林里坪碇路6號,1樓,坪林里、水德里、上德里、石里、大林里、粗窟里、漁光里,陳淑珠,952384117.0,是,62.0,250,0.0,是,是,是,是,是,121.711963,24.938749
481,是,是,是,SF252-0001,65000,新北市三芝區公所,三芝區,65000210,埔頭里,新北市三芝區中山路一段32號,5樓禮堂,埔頭里、八賢里、錫板里、後厝里、古庄里、新庄里、埔坪里、茂長里、橫山里、福德里、圓山里、店子里、與華里,鍾孟勳,932292789.0,是,60.0,240,0.0,是,是,是,是,是,121.501115,25.25784
482,是,是,否,SF252-0002,65000,新北市三芝區埔坪市民活動中心,三芝區,65000210,埔坪里,新北市三芝區民生街31號,3樓,埔坪里、福德里、埔頭里、八賢里、錫板里、後厝里、古庄里、新庄里、橫山里、圓山里、店子里、與華里,鍾孟學,978286229.0,是,90.0,360,0.0,是,是,是,是,否,121.503569,25.256406
483,是,是,否,SF252-0003,65000,三芝國小,三芝區,65000210,埔頭里,新北市三芝區育英街22號,1.養品樓3樓.2.公共親子中心-養品樓1樓3.視聽教室-求三樓4樓,茂長里、埔頭里、古庄里、後厝里、埔坪里,周青霈,912271869.0,是,533.0,632,3000.0,是,是,是,是,否,121.501634,25.257878
484,是,是,否,SF252-0004,65000,三芝國中,三芝區,65000210,埔坪里,新北市三芝區淡金路一段38號,1.活動中心2.至善樓地下室3.風雨集合場,古庄里、錫板里、茂長里、福德里,陳永隆,936930373.0,是,694.0,1144,3260.0,是,是,是,是,否,121.501344,25.259483
485,否,是,否,SF252-0006,65000,新北市三芝區圓山市民活動中心,三芝區,65000210,圓山里,新北市三芝區木屐寮32號,1樓,圓山里,林天聖,902158763.0,是,24.0,81,0.0,是,是,是,否,否,121.529559,25.22167
486,否,是,否,SF252-0007,65000,橫山國小,三芝區,65000210,橫山里,新北市三芝區大坑86號,1.市民活動中心2.圖書館3.教師宿舍,橫山里,陳瑩霓,958262518.0,是,260.0,246,1580.0,是,是,是,否,否,121.530399,25.259085
487,否,是,否,SF252-0008,65000,新北市三芝區八賢市民活動中心,三芝區,65000210,八賢里,新北市三芝區八連溪41號,1樓,八賢里,吳韋葶,955826385.0,是,45.0,180,0.0,是,是,是,否,否,121.513151,25.236925
488,否,是,否,SF252-0009,65000,興華國小,三芝區,65000210,興華里,新北市三芝區田心子5號,風雨教室-1樓、興華競技場-2樓、圖書館-2樓,興華里、店子里,劉中生,939339570.0,是,279.0,290,1650.0,是,是,是,否,否,121.500242,25.204916
489,是,是,否,SF252-0010,65000,馬偕醫學院,三芝區,65000210,埔坪里,新北市三芝區中正路三段46號,1樓活動中心(體育館),埔頭里、八賢里、錫板里、後厝里、古庄里、新庄里、埔坪里、茂長里、橫山里、福德里、圓山里、店子里、與華里,林信華,963114876.0,是,3657.0,8764,11726.0,是,是,是,是,否,121.496695,25.252917
490,是,是,是,SF253-0001,65000,石門區公所,石門區,65000220,尖鹿里,新北市石門區尖鹿里中山路66號,3樓禮堂,石門里、尖鹿里、富基里、山溪里、草里里,陳柏倫,905352956.0,是,312.0,848,800.0,是,是,是,否,是,121.567861,25.291212
491,是,是,否,SF253-0002,65000,乾華國小,石門區,65000220,茂林里,新北市石門區茂林里茂林社區74號,禮堂大樓2樓(禮堂)、教學大樓2樓(圖書館)、綜合大樓2樓(校史室)、操場、籃球場,乾華里、茂林里,江明言,919881683.0,否,658.0,735,3800.0,是,是,是,是,是,121.592858,25.268227
492,是,是,否,SF253-0003,65000,石門區體育館,石門區,65000220,石門里,新北市石門區石門里中央路1-9號,體育館1-2樓,德茂里、富基里、老梅里、石門里、尖鹿里、山溪里、乾華里、茂林里、草里里,李幸玫,910291035.0,是,325.0,1300,0.0,是,是,是,否,是,121.565619,25.291369
493,是,是,否,SF253-0004,65000,石門實驗國民中學,石門區,65000220,石門里,新北市石門區石門里中央路1-9號,西棟2樓(視聽教室)、東棟1樓(扶助學習教室)、操場、籃球場,石門里、尖鹿里,李幸玫,910291035.0,否,285.0,240,1800.0,否,是,否,否,否,121.565619,25.291369
494,是,是,否,SF253-0005,65000,老梅實驗小學,石門區,65000220,老梅里,新北市石門區老梅里老梅路10號,三德樓(地下室)、三德樓3樓(視聽教室)、雙十樓1樓(藝文教室)、操場、籃球場,老梅里,江凱繽,921163311.0,否,431.0,444,2562.0,否,是,是,否,否,121.546595,25.288688
495,是,是,否,SF253-0006,65000,草里市民活動中心,石門區,65000220,草里里,新北市石門區草里里阿里老坑路33-1號,3樓,草里里,陳欣儒,915892088.0,是,78.0,189,251.0,是,是,是,否,否,121.60669,25.281084
496,是,是,否,SF253-0007,65000,茂林市民活動中心,石門區,65000220,茂林里,新北市石門區茂林里茂林社區1-1號,1-2樓,茂林里、乾華里,陳欣儒,915892088.0,否,110.0,192,500.0,是,是,是,是,否,121.592366,25.270068
497,是,是,否,SF253-0008,65000,富基市民活動中心,石門區,65000220,富基里,新北市石門區富基里楓林37-6號,1樓,富基里、德茂里,陳欣儒,915892088.0,否,69.0,136,280.0,是,是,是,是,否,121.542779,25.28875
498,是,是,否,SF253-0009,65000,尖鹿市民活動中心,石門區,65000220,尖鹿里,新北市石門區尖鹿里中央路9-3號,1樓,尖鹿里,陳欣儒,915892088.0,否,25.0,100,0.0,否,是,否,否,否,121.57531,25.28024
499,是,是,否,SF253-0010,65000,山溪市民活動中心,石門區,65000220,山溪里,新北市石門區山溪里老崩山6-5號,1樓,山溪里,陳欣儒,915892088.0,是,55.0,220,0.0,否,是,否,否,否,121.556551,25.276891
500,是,是,否,SF253-0011,65000,老梅市民活動中心,石門區,65000220,老梅里,新北市石門區老梅里老梅路43號,1-3樓,老梅里、德茂里,陳欣儒,915892088.0,是,162.0,648,0.0,是,是,否,否,否,121.545195,25.289433
501,是,是,否,SF253-0012,65000,石門國小,石門區,65000220,尖鹿里,新北市石門區尖鹿里中央路9號,明德樓地下室(高爾夫練習場)、明德樓3樓(體適能教室)、新民樓3樓(視聽教室)、操場,尖鹿里,陳彥羽,921630240.0,否,505.0,522,3000.0,是,是,是,否,否,121.566713,25.291948
502,是,是, 否,SF253-0013,65000,石門市民活動中心,石門區,65000220,石門里,新北市石門區石門里中山路34號,社福大樓3樓(活動中心),石門里,陳欣儒,915892088.0,是,34.0,137,0.0,是,是,是,否,是,121.566429,25.290163
503,是,是,是,SF208-0001,65000,運動休閒廣場,金山區,65000270,五湖里,新北市金山區五湖里南勢53號,1樓廣場及地下1樓,五湖里、重和里、兩湖里、六股里、三界里,邱國源,927399239.0,是,702.0,2210.47,1200.0,是,是,是,是,是,121.613225,25.213932
504,是,是,否,SF208-0003,65000,金美國小,金山區,65000270,金美里,新北市金山區金美里16鄰忠孝一路111號,舊大樓地下室1樓、大禮堂(新大樓5樓),金美里,游文傑(訓育組長),952214033.0,否,745.0,1483,3000.0,是,是,是,否,是,121.637305,25.217517
505,是,是,否,SF208-0004,65000,金山高中 ,金山區,65000270,美田里,新北市金山區美田里15鄰文化二路2號,禮堂1樓、舞蹈教室1樓、2樓高中部多功能教室,美田里、和平里、大同里、磺港里,李耿豪(幹事),955825688.0,否,520.0,1182,1800.0,是,是,是,否,是,121.636935,25.224669
506,是,是,否,SF208-0005,65000,金山國小,金山區,65000270,美田里,新北市金山區美田里2鄰中山路234號,智慧樓4樓多功能教室、活力樓4樓教師辦公室、活力樓4樓視聽教室,美田里、和平里、大同里,蔡因茵(事務組長),912272302.0,否,291.0,839.2,658.0,是,是,是,否,是,121.636519,25.222963
507,是,是,否,SF208-0006,65000,三和國小,金山區,65000270,重和里,新北市金山區重和里11鄰六股林口38號,活動中心2樓、活動中心1樓、圖書館,重和里,盧群惠(總務主任),958977089.0,否,156.0,331.79,599.31,是,是,否,是,是,121.602477,25.218034
508,是,是,否,SF208-0007,65000,中角國小,金山區,65000270,萬壽里,新北市金山區重和里2鄰海興路49號,操場、下校區1樓衝浪學院、風雨教室2樓,萬壽里、西湖里、永興里,陳育瑩(訓育組長),989886936.0,否,218.0,375,1000.0,是,是,是,是,是,121.600914,25.21272
509,否,是,否,SF208-0010,65000,獅頭山公園,金山區,65000270,磺港里,新北市金山區磺港里磺港路171-2號,磺港路,豐漁里、磺港里,林惠美,933240665.0,否,500.0,0,4000.0,是,是,是,是,否,121.64753,25.227062
510,否,是,否,SF208-0011,65000,公館崙公園,金山區,65000270,五湖里,新北市金山區五湖里龜子山路,龜子山路,五湖里,邱國源,927399239.0,否,81.0,0,650.0,是,是,是,是,否,121.637981,25.21732
511,是,是,否,SF208-0012,65000,朝天宮,金山區,65000270,重和里,新北市金山區重和里11鄰六股林口38-3號,廟內大廳,重和里,陳德福(主任委員),932086252.0,否,75.0,300,0.0,是,是,是,是,否,121.603389,25.219445
512,是,是,否,SF208-0013,65000,聖德宮,金山區,65000270,三界里,新北市金山三界里區5鄰三界壇路72號,廟內大廳,三界里、兩湖里、六股里,嚴璧山(主任委員),927516996.0,否,187.0,750,0.0,是,是,否,是,否,121.619908,25.231106
513,是,是,否,SF208-0014,65000,六三市民活動中心,金山區,65000270,三界里,新北市金山區三界里3鄰三界壇路101-1號,1樓活動中心,三界里、六股里、兩湖里、清泉里、萬壽里、西湖里、永興里,李玉惠,913370186.0,否,45.0,183.62,0.0,是,是,是,是,是,121.621156,25.230099
514,是,是,否,SF208-0015,65000,萬壽市民活動中心,金山區,65000270,萬壽里,新北市金山區萬壽里海興路116號,1樓活動中心,萬壽里、西湖里、永興里、清泉里,廖明玉,928513018.0,否,73.0,295.68,0.0,是,是,是,是,是,121.631839,25.238188
515,是,是,是,SF208-0016,65000,金山區公所,金山區,65000270,金美里,新北市金山區金美里中正路11號,4樓會議室,金美里,林詩耘,975209196.0,是,99.0,397.08,0.0,是,是,是,是,是,121.636436,25.22224
516,是,是,否,SF208-0017,65000,清泉市民活動中心,金山區,65000270,清泉里,新北市金山區清泉里清水路49號,1樓活動中心,清泉里、萬壽里、西湖里、永興里,李佳彥,911646790.0,否,50.0,202.46,0.0,是,是,是,是,是,121.629365,25.233909
517,是,是,否,SF208-0019,65000,法鼓文理學院,金山區,65000270,西湖里,新北市金山區西湖里法鼓路670號,揚生館-多功能球場、游心場,西湖里,楊明堂(校安中心主任),934015925.0,否,150.0,1504,0.0,是,是,是,是,否,121.61468,25.243433
