收容所編號,名稱,縣市,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,完整地址
SA112-0032,石牌公園,臺北市,北投區,吉利、尊賢里,臺北市北投區石牌路1段39巷內,公園/綠地,Y,Y,N,N,N,N,N,Y,吉利、吉慶、福興、尊賢、榮光,2047,23582,黃子銘股長,02-28832130,陳彥材主任,02-28832130,,臺北市北投區石牌路1段39巷內
SA112-0033,立農公園,臺北市,北投區,立農里,承德路7段、立農街1段22巷2弄旁,公園/綠地,Y,Y,N,N,N,N,N,Y,立農、立賢、東華、八仙里,1547,17822,黃子銘股長,02-28832130,陳彥材主任,02-28832130,,臺北市北投區立農里承德路7段、立農街1段22巷2弄旁
SA112-0034,振興公園,臺北市,北投區,榮華里,天母西路、磺溪交叉口,公園/綠地,N,Y,N,N,N,N,N,Y,榮華、永和、永欣、裕民、永明、振華、建民、石牌、文林、洲美里,950,10950,黃子銘股長,02-28832130,陳彥材主任,02-28832130,,臺北市北投區榮華里天母西路、磺溪交叉口
SA112-0035,文化區民活動中心(暫停用),臺北市,北投區,文化里,臺北市北投區文化三路3號4、5樓,活動中心,N,N,N,N,Y,Y,Y,N,全區,58,231,陳正恒,02-28912105#221,陳正恒,02-28912105#221,北投區公所:建物管變予臺北市稅捐稽徵處，暫時解除收容任務俟文化區民活動中心轉址後回任收容所。本府回復:俟後續新建成文化居民活動中心後回任，同意暫時解除任務，本場所仍持續列管,臺北市北投區文化三路3號4、5樓
SA112-0036,臺北市立圖書館北投分館,臺北市,北投區,溫泉里,臺北市北投區光明路251號,圖書館,N,N,N,N,Y,Y,Y,N,全區,222,888,分館主任：劉南亭,02-28977682,分館主任：劉南亭,02-28977682,,臺北市北投區光明路251號
SA112-0037,臺北市立圖書館石牌分館,臺北市,北投區,榮華里,臺北市北投區明德路208巷5號3-10樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,196,883,分館主任：陳家蓁,02-28239634,分館主任：陳家蓁,02-28239634,,臺北市北投區明德路208巷5號3-10樓
SA112-0038,臺北市立圖書館吉利分館,臺北市,北投區,立農里,臺北市北投區立農街一段366號5-8樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,45,247,分館主任 賴坤玉,02-28201633,分館主任 賴坤玉,02-28201633,,臺北市北投區立農街一段366號5-8樓
SA112-0039,臺北市立圖書館清江分館,臺北市,北投區,奇岩里,臺北市北投區公館路198號3樓,圖書館,Y,N,N,N,Y,Y,Y,N,全區,201,803.54,分館主任：林惠敏,02-28960315,分館主任：林惠敏,02-28960315,,臺北市北投區公館路198號3樓
SA112-0040,臺北市立圖書館稻香分館,臺北市,北投區,稻香里,臺北市北投區稻香路81號7-9樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,114,457.08,分館主任 詹雅婷,02-28940662,分館主任 詹雅婷,02-28940662,,臺北市北投區稻香路81號7-9樓
SA114-0001,臺北市內湖區麗山國民小學,臺北市,內湖區,麗山里,港華街100號,學校,Y,備用,Y,N,Y,Y,Y,N,港華里、港都里、麗山里、西康里,184,608,李宜勳,02-26574158#511,王仁宏,02-26574158#211,,臺北市內湖區麗山里港華街100號
SA114-0002,臺北市內湖區碧湖國民小學,臺北市,內湖區,內湖里,金龍路100號,學校,N,備用,Y,N,Y,Y,Y,N,金龍里、金瑞里、碧山里、內湖里、湖濱里、西康里,134,540,陳鴻義,02-27907161#151,張秀潔,02-27907161#181,,臺北市內湖區內湖里金龍路100號
SA114-0003,臺北市內湖區麗湖國民小學,臺北市,內湖區,金湖里,金湖路363巷8號,學校,N,備用,N,N,Y,Y,Y,N,金湖里、寶湖里、葫洲里,257,1029,林雅真,02-26343888#130,蔡素惠,02-26343888#100,,臺北市內湖區金湖里金湖路363巷8號
SA114-0004,臺北市內湖區大湖國民小學,臺北市,內湖區,大湖里,大湖山莊街170號,學校,N,Y,N,N,Y,Y,Y,N,大湖里、秀湖里、清白里、內溝里,166,664,吳玉明,02-27915870#510,朱雅菁,02-27915870#100,,臺北市內湖區大湖里大湖山莊街170號
SA114-0005,臺北市內湖區康寧國民小學,臺北市,內湖區,清白里,星雲街121號,學校,N,Y,N,N,Y,Y,Y,N,紫雲里、紫星里、清白里、紫陽里、西康里,157,628,賴振弘,02-27901237#141,黃志成,02-27901237#118,,臺北市內湖區清白里星雲街121號
SA114-0006,大湖公園,臺北市,內湖區,秀湖里,成功路五段31號旁,公園/綠地,N,Y,N,N,N,Y,N,Y,全區,2437,130195,鍾明旭,02-26586601#207,宋馥華,02-26586601#201,,臺北市內湖區秀湖里成功路五段31號旁
SA114-0007,內湖區行政大樓,臺北市,內湖區,湖興里,民權東路6段99號8樓,活動中心,Y,備用,N,N,N,Y,Y,N,湖興里、湖元里,170,695,蘇宗業,02-27925828#320,蘇宗業,02-27925828#320,,臺北市內湖區湖興里民權東路6段99號8樓
SA114-0008,臺北市內湖運動中心,臺北市,內湖區,港墘里,洲子街12號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,西康里、西安里、西湖里、港華里、港都里、港墘里、港富里,219,2194.11,湯淑文,02-2656-2869#221,王家慶,02-2570-2330#6428,,臺北市內湖區港墘里洲子街12號
SA114-0009,臺北市立內湖高級中學,臺北市,內湖區,紫陽里,文德路218號,學校,N,備用,N,N,Y,Y,Y,N,紫陽里、瑞光里、瑞陽里,110,1036,戈伯元,02-27977035#309,董家莒,02-27977035#666,,臺北市內湖區紫陽里文德路218號
SA114-0010,臺北市內湖區內湖國民小學,臺北市,內湖區,港富里,內湖路二段41號,學校,N,備用,N,N,Y,N,Y,N,港墘里、港富里、瑞陽里、瑞光里、紫陽里、湖濱里,150,1275,許璋銜,02-27998085#1311,朱怡珊,02-27998085#1001,,臺北市內湖區港富里內湖路二段41號
SA114-0011,臺北市立內湖高級工業職業學校,臺北市,內湖區,港墘里,內湖路一段520號,學校,Y,備用,N,N,Y,Y,Y,N,港墘里、港都里、麗山里,245,918,陳銘智,02-26574874#121,林俊岳,02-26574874#301,,臺北市內湖區港墘里內湖路一段520號
SA114-0012,臺北市立明湖國民中學,臺北市,內湖區,葫洲里,康寧路三段60號,學校,N,備用,N,N,Y,Y,Y,N,五分里、安湖里、葫洲里、金湖里、康寧里、明湖里、蘆洲里、南湖里,251,1509.6,邱琬珍,02-26320616#500,林正洲,02-26320616#100,,臺北市內湖區葫洲里康寧路三段60號
SA114-0013,臺北市立三民國民中學,臺北市,內湖區,湖興里,民權東路六段45號,學校,N,備用,N,N,Y,Y,Y,N,行善里、週美里、石潭里、湖興里、湖元里、寶湖里、葫洲里、金湖里、康寧里、明湖里、蘆洲里、瑞光里,300,1234,涂淑雯,02-27924772#400,洪偉盛,02-27924772#100,,臺北市內湖區湖興里民權東路六段45號
SA114-0014,臺北市立東湖國民中學,臺北市,內湖區,樂康里,康樂街131號,學校,N,備用,N,N,Y,Y,Y,N,樂康里、東湖里、內溝里、安泰里、五分里,138,1376,侯玉芳,02-26330373#651,林凱瓊,02-26330373#601,,臺北市內湖區樂康里康樂街131號
SA114-0015,臺北市內湖區東湖國民小學,臺北市,內湖區,東湖里,東湖路115號,學校,N,備用,N,N,Y,Y,Y,N,樂康里、安泰里、東湖里、五分里、安湖里、內溝里,155,840,張恆嘉,02-26339984#832,許進富,02-26339984#800,,臺北市內湖區東湖里東湖路115號
SA114-0016,臺北市內湖區文湖國民小學,臺北市,內湖區,西康里,文湖街15號,學校,N,備用,N,N,Y,Y,Y,N,西康里、西安里、北安里,54,1917.95,徐婉倩,02-26583515#6300,陳熔釧,02-26583515#6000,,臺北市內湖區西康里文湖街15號
SA114-0017,臺北市內湖區西湖國民小學,臺北市,內湖區,西湖里,環山路一段25號,學校,Y,備用,N,N,Y,Y,Y,N,西湖里、西康里、西安里、麗山里,76,850,葉世杰,02-27971267#151,李三煌,02-27971267#101,,臺北市內湖區西湖里環山路一段25號
SA114-0018,臺北市西湖實驗國民中學,臺北市,內湖區,西湖里,環山路一段27號,學校,Y,備用,N,N,Y,Y,Y,N,西湖里、西安里、西康里、港華里、麗山里、港墘里,106,1355,李坦營,02-27991817#310,高毓璇,02-27991817#101,,臺北市內湖區西湖里環山路一段27號
SA114-0019,臺北市立內湖國民中學,臺北市,內湖區,紫陽里,陽光街1號,學校,N,備用,N,N,Y,Y,Y,N,清白里、紫星里、紫雲里、紫陽里、內湖里、大湖里、碧山里、金龍里、內溝里、秀湖里、瑞陽里、瑞光里、湖濱里、寶湖里,267,2216.2,彭昌隆,02-27900843#230,林志忠,02-27900843#200,,臺北市內湖區紫陽里陽光街1號
SA114-0020,臺北市內湖區明湖國民小學,臺北市,內湖區,明湖里,康寧路三段105號,學校,Y,備用,N,N,Y,Y,Y,N,安湖里、明湖里、康寧里、葫洲里、南湖里,137,1100,吳立明,02-26323477#41,虞志長,02-26323477#71,,臺北市內湖區明湖里康寧路三段105號
SA114-0021,臺北市內湖區南湖高級中學,臺北市,內湖區,南湖里,康寧路三段220號,學校,Y,備用,N,N,Y,Y,Y,N,五分里、南湖里、葫洲里、安湖里、康寧里,150,600,劉乃元,02-26308889#111,吉佛慈,02-26308889#401,,臺北市內湖區南湖里康寧路三段220號
SA114-0022,臺北市內湖區南湖國民小學,臺北市,內湖區,南湖里,康寧路三段200號,學校,N,備用,N,N,Y,Y,Y,N,五分里、蘆洲里、南湖里、五分里,400,1600,黃怡螢,02-26321296#51,汪明芳,02-26321296#11,,臺北市內湖區南湖里康寧路三段200號
SA114-0023,臺北市內湖區新湖國民小學,臺北市,內湖區,湖興里,民權東路六段138號,學校,Y,備用,N,N,Y,Y,Y,N,湖興里、湖元里、石潭里、寶湖里、石潭里、紫陽里,40,192,王筱雯,02-27963721#120,郭添財,02-27963721#310,,臺北市內湖區湖興里民權東路六段138號
SA114-0024,臺北市內湖區潭美國民小學,臺北市,內湖區,週美里,行善路179號,學校,Y,備用,N,N,Y,Y,Y,N,行善里、週美里、蘆洲里、石潭里、湖元里,81,1000,王志浩,02-27917334#231,方芳蘭,02-27917334#281,,臺北市內湖區週美里行善路179號
SA114-0025,臺北市立麗山高級中學,臺北市,內湖區,港華里,環山路二段100號,學校,Y,備用,N,N,Y,Y,Y,N,港華里、湖濱里、港富里、港墘里、麗山里、西湖里,60,481,高子倫,02-26570435#404,陳汶靖,02-26570435#100,,臺北市內湖區港華里環山路二段100號
SA114-0026,臺北市立麗山國民中學,臺北市,內湖區,港都里,內湖路一段629巷42號,學校,Y,備用,N,N,Y,Y,Y,N,港墘里、金瑞里、港富里、港都里、湖濱里、碧山里、瑞光里、麗山里、港華里,82,826.45,邱淑敏,02-27991867#401,王福從,02-27991867#101,,臺北市內湖區港都里內湖路一段629巷42號
SA114-0027,碧湖公園,臺北市,內湖區,湖濱里,"內湖路二段175號,國立台灣戲曲學院旁.",公園/綠地,N,Y,N,N,N,Y,N,Y,全區,552,131749,鍾明旭,02-26586601#207,宋馥華,02-26586601#201,,"臺北市內湖區湖濱里內湖路二段175號,國立台灣戲曲學院旁."
SA114-0028,臺北市市場處臺北市花卉批發市場,臺北市,內湖區,湖元里,臺北市內湖區新湖三路28號,市場/停車場,N,N,N,N,Y,Y,N,Y,全區,756,8429.75,市場處批發科廖華恩,02-2550-5220#2215,花卉公司 饒煥美,02-2790-9729#100,,臺北市內湖區新湖三路28號
SA114-0029,臺北市市場處西湖市場停車場,臺北市,內湖區,西湖里,臺北市內湖區內湖路1段285號,市場/停車場,Y,N,N,N,Y,Y,Y,N,全區,3962,15849,市場處市場科黃聖琳,02-25505220#2119,市場處市場科黃聖琳,02-25505220#2119,,臺北市內湖區內湖路1段285號
SA114-0030,西湖區民活動中心,臺北市,內湖區,西湖里,臺北市內湖區內湖路1段285號7樓,活動中心,Y,N,N,N,Y,Y,Y,N,西湖里,132,657.9,朱俊全,02-27925828#252,朱俊全,02-27925828#252,,臺北市內湖區內湖路1段285號7樓
SA114-0031,港華區民活動中心,臺北市,內湖區,港華里,臺北市內湖區環山路二段68巷14號,活動中心,N,N,N,N,Y,Y,Y,N,港華里,36,112.4,楊易兼,02-27925828#251,楊易兼,02-27925828#251,,臺北市內湖區環山路二段68巷14號
SA114-0032,港墘區民活動中心,臺北市,內湖區,港墘里,臺北市內湖區內湖路一段552號,活動中心,N,N,N,N,Y,Y,Y,N,港墘里,91,135.5,蔡昀竹,02-27925828#261,蔡昀竹,02-27925828#261,,臺北市內湖區內湖路一段552號
SA114-0033,湖興區民活動中心,臺北市,內湖區,湖興里,臺北市內湖區成功路二段320巷19號3樓,活動中心,Y,N,N,N,Y,Y,Y,N,湖興里,123,578.5,陳姵宇,02-27925828#217,陳姵宇,02-27925828#217,,臺北市內湖區成功路二段320巷19號3樓
SA114-0034,臺北市立圖書館內湖分館,臺北市,內湖區,湖興里,臺北市內湖區民權東路六段99號6樓,圖書館,Y,N,N,N,Y,Y,Y,N,全區,47,190,分館主任：林淑娟,02-27918772#9,分館主任：林淑娟,02-27918772#9,,臺北市內湖區民權東路六段99號6樓
SA114-0035,臺北市立圖書館西中分館,臺北市,內湖區,西湖里,臺北市內湖區內湖路1段285巷66號1-2樓,圖書館,Y,N,N,N,Y,Y,Y,N,全區,86,347.445,分館主任：林盈潔,02-87515497,分館主任：林盈潔02-8751-5497,02-87515497,,臺北市內湖區內湖路1段285巷66號1-2樓
SA114-0036,臺北市立圖書館西湖分館,臺北市,內湖區,港墘里,臺北市內湖區內湖路一段594號,圖書館,N,N,N,N,Y,Y,Y,N,全區,230,920,分館主任：方貝嘉,02-27973183,分館主任：方貝嘉,02-27973183,,臺北市內湖區內湖路一段594號
SA114-0037,臺北市立圖書館東湖分館,臺北市,內湖區,五分里,臺北市內湖區五分街6號,圖書館,N,N,N,N,Y,Y,Y,N,全區,577,2308,分館主任：秦知寧,02-26323378,分館主任：秦知寧,02-26323378,,臺北市內湖區五分街6號
SA114-0038,樂康區民活動中心,臺北市,內湖區,樂康里,臺北市內湖區康樂街150號6樓之一,活動中心,N,N,N,N,Y,Y,Y,N,樂康里,100,403.3,鄭玉綢,02-27925828#370,鄭玉綢,02-27925828#370,,臺北市內湖區康樂街150號6樓之一
SA115-0001,臺北市南港區舊莊國民小學,臺北市,南港區,舊莊里,舊莊街一段100號,學校,N,備用,老舊聚落,N,Y,Y,Y,N,舊莊里、中研里、九如里、中南里,92,550,黃信元,02-27821418#130,林淑菁,02-27821418#100,,臺北市南港區舊莊里舊莊街一段100號
SA115-0002,臺北市立育成高級中學,臺北市,南港區,南港里,重陽路366號,學校,N,備用,N,N,N,Y,Y,N,南港里、東新里、東明里、重陽里、新光里、西新里、中南里、舊莊里,318,1380,廖婉綺,02-26530475#551,曾文龍,02-26530475#501,,臺北市南港區南港里重陽路366號
SA115-0003,臺北市立南港高級中學,臺北市,南港區,西新里,向陽路21號,學校,N,備用,N,N,Y,Y,Y,N,南港里、玉成里、合成里、西新里、東新里、東明里、新光里、重陽里、百福里、舊莊里,324,3918,李嘉苓,02-27837863#241,廖純英,02-27837863#211,,臺北市南港區西新里向陽路21號
SA115-0004,臺北市南港區成德國民小學,臺北市,南港區,聯成里,東新街65號,學校,N,Y,N,N,Y,Y,Y,N,萬福里、聯成里、合成里、百福里,225,901,錢熙瑤,02-27851376#151,連世傑,02-27851376#111,,臺北市南港區聯成里東新街65號
SA115-0005,臺北市立成德國民中學,臺北市,南港區,成福里,東新街108巷23號,學校,N,備用,N,N,Y,Y,Y,N,聯成里、合成里、成福里、萬福里、鴻福里、新光里、百福里,92,368,劉兆遠,02-26515636#401,余志呈,02-26515636#101,,臺北市南港區成福里東新街108巷23號
SA115-0006,南港公園,臺北市,南港區,成福里,東新街170-1號,公園/綠地,N,Y,N,N,N,Y,N,Y,全區,8655,34620,高奕翔,02-27884255,高奕翔,02-27884255,,臺北市南港區成福里東新街170-1號
SA115-0007,臺北市南港運動中心,臺北市,南港區,合成里,玉成街69號,體育場館/運動中心,N,備用,N,N,Y,N,Y,N,合成里、玉成里、萬福里,240,1288,丁怡楓,02-2653-2279#231,葉詩郁,02-2570-2330#6427,,臺北市南港區合成里玉成街69號
SA115-0008,臺北市極限運動訓練中心,臺北市,南港區,中南里,忠孝東路七段382號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,中南里、新富里、新光里、南港里,50,599.77,羅威士,02-2579-1710,葉詩郁,02-2570-2330#6427,,臺北市南港區中南里忠孝東路七段382號
SA115-0009,臺北市南港區玉成國民小學,臺北市,南港區,西新里,向陽路31號,學校,N,備用,N,N,Y,N,Y,N,西新里、東新里、玉成里、新光里、東明里、合成里、重陽里,30,150,邱騫慧,02-27836049#150,楊火順,02-27836049#110,,臺北市南港區西新里向陽路31號
SA115-0010,臺北市南港區東新國民小學,臺北市,南港區,東新里,興南街62號,學校,N,備用,N,N,Y,Y,Y,N,南港里、東新里、東明里、重陽里、重陽里,45,180,曾永在,02-27837577#1400,李家旭,02-26512663,,臺北市南港區東新里興南街62號
SA115-0011,臺北市立南港高級工業職業學校,臺北市,南港區,南港里,興中路29號,學校,Y,備用,N,N,Y,Y,Y,N,南港里、東新里、東明里,160,1597,林佩嫻,02-27825432#1506,劉美慧,02-27825432#1001,,臺北市南港區南港里興中路29號
SA115-0012,臺北市南港區南港國民小學,臺北市,南港區,三重里,惠民街67號,學校,Y,備用,N,N,Y,Y,Y,N,南港里、中南里、三重里、新富里、中研里、九如里,50,726.3025,卓燈賢,02-27834678#2301,張嘉芬,02-27834678#2801,,臺北市南港區三重里惠民街67號
SA115-0013,臺北市南港區胡適國民小學,臺北市,南港區,中研里,舊莊街一段1號,學校,Y,備用,N,N,Y,Y,Y,N,中研里、九如里,225,2254.88,徐鵬谷,02-27824949#930,楊智堅,02-27824949#980,,臺北市南港區中研里舊莊街一段1號
SA115-0014,臺北市誠正國民中學,臺北市,南港區,新富里,富康街1巷24號,學校,N,備用,N,N,Y,Y,Y,N,三重里、中南里、中研里、新富里、舊庄里、九如里,143,300,曾煥玲,02-27828094#1500,王儷芬,02-27828094#1111,,臺北市南港區新富里富康街1巷24號
SA115-0015,臺北市南港區修德國民小學,臺北市,南港區,成福里,東新街118巷86號,學校,N,Y,N,N,Y,Y,Y,N,鴻福里、成福里、仁福里、新光里、百福里,95,3123.7084,謝家益,02-27880500#151,王玉,02-27880500#111,,臺北市南港區成福里東新街118巷86號
SA115-0016,玉成公園,臺北市,南港區,鴻福里,中坡南路55號,公園/綠地,N,Y,N,N,N,Y,N,Y,全區,3523,40587,高奕翔,02-27884255,高奕翔,02-27884255,,臺北市南港區鴻福里中坡南路55號
SA115-0017,臺北市市場處中研市場地下停車場,臺北市,南港區,中研里,臺北市南港區研究院路二段70巷12號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,100,400,市場處市場科林淑美,02-25505220#2144,市場處市場科林淑美,02-25505220#2144,,臺北市南港區研究院路二段70巷12號
SA115-0018,南港展覽館站,臺北市,南港區,新富里,臺北市南港區研究院路1段1號,捷運站體,N,N,N,N,Y,Y,Y,N,全區,1091,4364,臺北捷運公司值班站長,25505600#6182,臺北捷運公司值班站長,25505600#6182,,臺北市南港區研究院路1段1號
SA115-0019,南港轉運站西站,臺北市,南港區,中南里,臺北市南港區忠孝東路7段359號,捷運站體,Y,N,N,N,Y,Y,Y,N,全區,748,2995,朱哲輝,02-27837415,朱哲輝,953361856,,臺北市南港區忠孝東路7段359號
SA115-0020,臺北市立圖書館南港分館,臺北市,南港區,南港里,臺北市南港區南港路一段350號,圖書館,N,N,N,N,Y,Y,Y,N,全區,391,1565.25,分館主任：陳式暘,02-27825232,分館主任：陳式暘,02-27825232,,臺北市南港區南港路一段350號
SA115-0021,臺北市立圖書館舊莊分館,臺北市,南港區,舊莊里,臺北市南港區舊莊街一段91巷11號2-5樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,107,1268,分館主任：李雯雯,02-27837212#9,分館主任：李雯雯,02-27837212#9,,臺北市南港區舊莊街一段91巷11號2-5樓
SA115-0022,臺北流行音樂中心,臺北市,南港區,東明里,臺北市南港區市民大道八段99號,藝術中心,N,N,N,N,Y,Y,Y,N,東明里新光里,1278,18483.35,蔡文斌經理,02-27886620#8411,蔡文斌經理,02-27886620#8411,,臺北市南港區市民大道八段99號
SA116-0001,臺北市立景興國民中學,臺北市,文山區,景華里,景興路46巷2號,學校,N,Y,N,N,Y,Y,Y,N,萬祥里、萬有里、萬隆里、萬和里、興福里、景華里、景東里、興豐里、興安里、博嘉里,169,676,蔡佩穎,02-29323794#130,蔡來淑,02-29323794#100,,臺北市文山區景華里景興路46巷2號
SA116-0002,臺北市文山區萬興國民小學,臺北市,文山區,萬興里,秀明路二段114號,學校,N,備用,N,N,Y,Y,Y,N,萬興里、政大里、里、博嘉里,152,608,張寶元,02-29381721#130,蕭建嘉,02-29381721#190,,臺北市文山區萬興里秀明路二段114號
SA116-0003,臺北市文山區景興國民小學,臺北市,文山區,興安里,景華街150巷21號,學校,N,Y,N,N,Y,Y,Y,N,興福里、景東里、景華里、興安里、博嘉里,158,693,謝佳燕,02-29329439#730,陳素蘭,02-29329439#700,,臺北市文山區興安里景華街150巷21號
SA116-0004,景華公園,臺北市,文山區,景華里,景興路與景華街交义口,公園/綠地,N,Y,N,N,N,Y,N,Y,全區,1347,16802,陳立炎,02-22300340,陳立炎,02-22300340,,臺北市文山區景華里景興路與景華街交义口
SA116-0005,行政中心大禮堂,臺北市,文山區,木新里,木柵路三段220號10樓,活動中心,Y,N,N,N,N,Y,Y,N,木新里、老泉里,60,658.69,黃偕文,02-29365522#323,黃偕文,02-29365522#323,,臺北市文山區木新里木柵路三段220號10樓
SA116-0006,臺北市文山運動中心,臺北市,文山區,興得里,興隆路三段222號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,全區,189,1892.98,呂佳鴻,02-2230-8268#231,王家慶,02-2570-2330#6428,,臺北市文山區興得里興隆路三段222號
SA116-0007,臺北市文山區力行國民小學,臺北市,文山區,樟腳里,木新路三段155巷7號,學校,N,備用,N,N,Y,Y,Y,N,樟腳里、老泉里、樟新里、順興里、木新里、樟樹里,60,316.8,鄭博文,02-29363995轉821,徐家莆,02-29363995#859,,臺北市文山區樟腳里木新路三段155巷7號
SA116-0008,臺北市立木柵高級工業職業學校,臺北市,文山區,博嘉里,木柵路四段77號,學校,Y,備用,N,N,Y,Y,Y,N,博嘉里、萬美里、萬芳里,169,1633.85,許佑任,02-22300506#601,陳美保,02-22300506#101,,臺北市文山區博嘉里木柵路四段77號
SA116-0009,臺北市文山區木柵國民小學,臺北市,文山區,木柵里,木柵路三段191號,學校,N,備用,N,N,Y,Y,Y,N,木柵里、木新里、順興里、樟腳里、忠順里、博嘉里、萬芳里、萬美里、明義里,155,1552,游雅婷,02-29391234#630,彭惠儀,02-29391234#666,,臺北市文山區木柵里木柵路三段191號
SA116-0010,臺北市立木柵國民中學,臺北市,文山區,木柵里,木柵路三段102巷12號,學校,Y,備用,N,N,Y,Y,Y,N,木柵里、木新里、順興里、樟腳里、忠順里、博嘉里、萬芳里、萬美里、明義里,56,222,王國浩,02-29393031#600,柯淑惠,02-29393031#100,,臺北市文山區木柵里木柵路三段102巷12號
SA116-0011,臺北市立北政國民中學,臺北市,文山區,指南里,指南路三段2巷14號,學校,N,備用,N,N,Y,Y,Y,N,指南里、萬興里、政大里,30,202,陳靖婷,02-29393651#51,洪素眞,02-29393651#11,,臺北市文山區指南里指南路三段2巷14號
SA116-0012,臺北市文山區永建國民小學,臺北市,文山區,華興里,試院路2號木柵路一段311巷1號,學校,Y,備用,N,N,Y,Y,Y,N,試院里、華興里,175,1360,吳淑娟,02-29377199#131,林裕勝,02-29377199#100,,臺北市文山區華興里試院路2號木柵路一段311巷1號
SA116-0013,臺北巿文山區志清國民小學,臺北市,文山區,景仁里,景福街21巷5號,學校,N,備用,N,N,Y,Y,Y,N,景華里、景仁里、萬隆里、萬有里,66,268,蔡瓊華,02-29323875#541,張瑞庭,02-29323875#510,,臺北市文山區景仁里景福街21巷5號
SA116-0014,臺北巿文山區辛亥國民小學,臺北市,文山區,興昌里,辛亥路四段103號,學校,Y,備用,N,N,Y,Y,Y,N,興昌里、興光里、興泰里、萬美里,144,576,劉正湖,02-29357282#141,温博安,02-29339668,,臺北市文山區興昌里辛亥路四段103號
SA116-0015,臺北巿文山區明道國民小學,臺北市,文山區,明義里,木柵路二段138巷61號,學校,N,備用,N,N,Y,Y,Y,N,明義里、明興里、順興里、木柵里、忠順里、樟林里,500,954.75,李奇威,02-29392821#130,匡秀蘭,02-29392821#100,,臺北市文山區明義里木柵路二段138巷61號
SA116-0016,臺北市文山區武功國民小學,臺北市,文山區,萬祥里,興隆路一段68號,學校,N,備用,N,N,Y,Y,Y,N,萬盛里、萬祥里、萬有里、興豐里、興豐里,315,1240,李佩純,02-29314360#38,白玉玲,02-29314360#11,,臺北市文山區萬祥里興隆路一段68號
SA116-0017,臺北市指南實驗國民小學,臺北市,文山區,指南里,指南路三段38巷5-2號,學校,N,備用,N,N,Y,Y,Y,N,指南里,30,62,蘇霈,02-29393546#501,游惠音,02-29393546#101,,臺北市文山區指南里指南路三段38巷5-2號
SA116-0018,臺北市博嘉實驗國民小學,臺北市,文山區,博嘉里,木柵路四段159巷14-1號,學校,Y,備用,N,N,Y,Y,Y,N,博嘉里、萬興里,30,67.5,楊曉雯,02-22302585#130,洪慧瑄,02-22302585#100,,臺北市文山區博嘉里木柵路四段159巷14-1號
SA116-0019,臺北市立景美女子高級中學,臺北市,文山區,樟文里,木新路三段312號,學校,N,備用,N,N,Y,Y,Y,N,樟林里、樟文里、樟樹里,300,1407.33,林偉民,02-29368847#218,周寤竹,02-29368847#201,,臺北市文山區樟文里木新路三段312號
SA116-0020,臺北市文山區景美國民小學,臺北市,文山區,景行里,景文街108號,學校,N,備用,N,N,Y,Y,Y,N,景美里、景行里、景東里、試院里,74,152,徐謀康,02-29322151#130,康燕玉,02-29322151#100,,臺北市文山區景行里景文街108號
SA116-0021,臺北市立景美國民中學,臺北市,文山區,景華里,景中街27號,學校,Y,備用,N,N,Y,Y,Y,N,景美里、景行里、景仁里、景慶里、景東里、景華里、試院里,80,690,王俊杰,02-89353130#501,許順興,02-89353130#101,,臺北市文山區景華里景中街27號
SA116-0022,臺北市文山區溪口國民小學,臺北市,文山區,景慶里,景福街225號,學校,Y,備用,N,N,Y,Y,Y,N,景慶里、景美里、景仁里,90,600,劉家森,02-29350955#715,張正霖,02-29350955#710,,臺北市文山區景慶里景福街225號
SA116-0023,臺北市立萬芳高級中學,臺北市,文山區,興光里,興隆路三段115巷1號,學校,N,備用,N,N,Y,Y,Y,N,興得里、興昌里、興光里、興家里、明興里、萬美里、萬芳里、博嘉里、明義里,131,1300.06,楊謦鮫,02-22309585#500,李冠達,02-22309585#100,,臺北市文山區興光里興隆路三段115巷1號
SA116-0024,臺北市文山區萬芳國民小學,臺北市,文山區,萬芳里,萬和街1號,學校,N,備用,N,N,Y,Y,Y,N,萬芳里、博嘉里、萬美里,135,600,尹維洸,02-22301232#831,陳幼君,02-22301232#861,,臺北市文山區萬芳里萬和街1號
SA116-0025,臺北市立萬福國民小學,臺北市,文山區,萬年里,羅斯福五段170巷32號,學校,N,備用,N,N,Y,Y,Y,N,萬年里、萬和里、萬隆里,32,130,林江臺,02-29353123#131,林明助,02-29353123#101,,臺北市文山區萬年里羅斯福五段170巷32號
SA116-0026,臺北市文山區實踐國民小學,臺北市,文山區,樟文里,忠順街一段4號,學校,N,備用,N,N,Y,Y,Y,N,樟樹里、樟林里、樟文里,75,500,蘇瑋翔,02-29360725#140,林松金,02-29360725#110,,臺北市文山區樟文里忠順街一段4號
